"","p_d_node","p_state","d_state","change","p_pp","d_pp","dpp>ppp"
"1978","2083_2084",1,1,0,1,1,0
"1979","2084_2085",1,1,0,1,1,0
"1980","2085_989",1,1,0,1,1,0
"1981","2085_990",1,1,0,1,1,0
"1982","2084_2086",1,1,0,1,1,0
"1983","2086_2087",1,1,0,1,1,0
"1984","2087_991",1,1,0,1,1,0
"1985","2087_2088",1,1,0,1,1,0
"1986","2088_992",1,1,0,1,1,0
"1987","2088_993",1,1,0,1,1,0
"1988","2086_994",1,1,0,1,1,0
"1989","2083_2089",1,1,0,1,1,0
"1990","2089_2090",1,1,0,1,1,0
"1991","2090_995",1,1,0,1,1,0
"1992","2090_996",1,1,0,1,1,0
"1993","2089_997",1,1,0,1,1,0
"1994","2082_2091",1,1,0,1,1,0
"1995","2091_2092",1,1,0,1,1,0
"1996","2092_2093",1,1,0,1,1,0
"1997","2093_998",1,1,0,1,1,0
"1998","2093_2094",1,1,0,1,1,0
"1999","2094_2095",1,1,0,1,1,0
"2000","2095_999",1,1,0,1,1,0
"2001","2095_2096",1,1,0,1,1,0
"2002","2096_1000",1,1,0,1,1,0
"2003","2096_2097",1,1,0,1,1,0
"2004","2097_1001",1,1,0,1,1,0
"2005","2097_2098",1,1,0,1,1,0
"2006","2098_1002",1,1,0,1,1,0
"2007","2098_1003",1,1,0,1,1,0
"2008","2094_2099",1,1,0,1,1,0
"2009","2099_1004",1,1,0,1,1,0
"2010","2099_2100",1,1,0,1,1,0
"2011","2100_1005",1,1,0,1,1,0
"2012","2100_1006",1,1,0,1,1,0
"2013","2092_2101",1,1,0,1,1,0
"2014","2101_2102",1,1,0,1,1,0
"2015","2102_1007",1,1,0,1,1,0
"2016","2102_2103",1,1,0,1,1,0
"2017","2103_1008",1,1,0,1,1,0
"2018","2103_1009",1,1,0,1,1,0
"2019","2101_2104",1,1,0,1,1,0
"2020","2104_1010",1,1,0,1,1,0
"2021","2104_1011",1,1,0,1,1,0
"2022","2091_2105",1,1,0,1,1,0
"2023","2105_2106",1,1,0,1,1,0
"2024","2106_2107",1,1,0,1,1,0
"2025","2107_1012",1,1,0,1,1,0
"2026","2107_2108",1,1,0,1,1,0
"2027","2108_2109",1,1,0,1,1,0
"2028","2109_2110",1,1,0,1,1,0
"2029","2110_1013",1,1,0,1,1,0
"2030","2110_1014",1,1,0,1,1,0
"2031","2109_1015",1,1,0,1,1,0
"2032","2108_2111",1,1,0,1,1,0
"2033","2111_2112",1,1,0,1,1,0
"2034","2112_1016",1,1,0,1,1,0
"2035","2112_2113",1,1,0,1,1,0
"2036","2113_1017",1,1,0,1,1,0
"2037","2113_2114",1,1,0,1,1,0
"2038","2114_1018",1,1,0,1,1,0
"2039","2114_1019",1,1,0,1,1,0
"2040","2111_2115",1,1,0,1,1,0
"2041","2115_1020",1,1,0,1,1,0
"2042","2115_1021",1,1,0,1,1,0
"2043","2106_2116",1,1,0,1,1,0
"2044","2116_2117",1,1,0,1,1,0
"2045","2117_2118",1,1,0,1,1,0
"2046","2118_1022",1,1,0,1,1,0
"2047","2118_1023",1,1,0,1,1,0
"2048","2117_2119",1,1,0,1,1,0
"2049","2119_1024",1,1,0,1,1,0
"2050","2119_1025",1,1,0,1,1,0
"2051","2116_2120",1,1,0,1,1,0
"2052","2120_2121",1,1,0,1,0.936,0
"2053","2121_1026",1,0,1,0.936,1,1
"2054","2121_1027",1,1,0,0.936,1,1
"2055","2120_2122",1,1,0,1,1,0
"2056","2122_1028",1,1,0,1,1,0
"2057","2122_2123",1,1,0,1,1,0
"2058","2123_2124",1,1,0,1,1,0
"2059","2124_1029",1,1,0,1,1,0
"2060","2124_2125",1,1,0,1,1,0
"2061","2125_2126",1,1,0,1,1,0
"2062","2126_1030",1,1,0,1,1,0
"2063","2126_1031",1,1,0,1,1,0
"2064","2125_1032",1,1,0,1,1,0
"2065","2123_1033",1,1,0,1,1,0
"2066","2105_2127",1,1,0,1,1,0
"2067","2127_1034",1,1,0,1,1,0
"2068","2127_2128",1,1,0,1,1,0
"2069","2128_2129",1,1,0,1,1,0
"2070","2129_1035",1,1,0,1,1,0
"2071","2129_2130",1,1,0,1,1,0
"2072","2130_2131",1,1,0,1,1,0
"2073","2131_1036",1,1,0,1,1,0
"2074","2131_1037",1,1,0,1,1,0
"2075","2130_1038",1,1,0,1,1,0
"2076","2128_2132",1,1,0,1,1,0
"2077","2132_2133",1,1,0,1,1,0
"2078","2133_1039",1,1,0,1,1,0
"2079","2133_2134",1,1,0,1,1,0
"2080","2134_1040",1,1,0,1,1,0
"2081","2134_2135",1,1,0,1,1,0
"2082","2135_2136",1,1,0,1,1,0
"2083","2136_2137",1,1,0,1,1,0
"2084","2137_1041",1,1,0,1,1,0
"2085","2137_2138",1,1,0,1,1,0
"2086","2138_1042",1,1,0,1,1,0
"2087","2138_2139",1,1,0,1,1,0
"2088","2139_2140",1,1,0,1,1,0
"2089","2140_1043",1,1,0,1,1,0
"2090","2140_1044",1,1,0,1,1,0
"2091","2139_1045",1,1,0,1,1,0
"2092","2136_2141",1,1,0,1,1,0
"2093","2141_2142",1,1,0,1,1,0
"2094","2142_2143",1,1,0,1,1,0
"2095","2143_2144",1,1,0,1,1,0
"2096","2144_1046",1,1,0,1,1,0
"2097","2144_1047",1,1,0,1,1,0
"2098","2143_2145",1,1,0,1,1,0
"2099","2145_1048",1,1,0,1,1,0
"2100","2145_1049",1,1,0,1,1,0
"2101","2142_2146",1,1,0,1,1,0
"2102","2146_1050",1,1,0,1,1,0
"2103","2146_1051",1,1,0,1,1,0
"2104","2141_2147",1,1,0,1,1,0
"2105","2147_1052",1,1,0,1,1,0
"2106","2147_2148",1,1,0,1,1,0
"2107","2148_1053",1,1,0,1,1,0
"2108","2148_1054",1,1,0,1,1,0
"2109","2135_2149",1,1,0,1,1,0
"2110","2149_2150",1,1,0,1,1,0
"2111","2150_2151",1,1,0,1,1,0
"2112","2151_1055",1,1,0,1,1,0
"2113","2151_2152",1,1,0,1,1,0
"2114","2152_1056",1,1,0,1,1,0
"2115","2152_1057",1,1,0,1,1,0
"2116","2150_2153",1,1,0,1,1,0
"2117","2153_2154",1,1,0,1,1,0
"2118","2154_1058",1,1,0,1,1,0
"2119","2154_2155",1,1,0,1,1,0
"2120","2155_1059",1,1,0,1,1,0
"2121","2155_1060",1,1,0,1,1,0
"2122","2153_2156",1,1,0,1,1,0
"2123","2156_2157",1,1,0,1,1,0
"2124","2157_2158",1,1,0,1,1,0
"2125","2158_1061",1,1,0,1,1,0
"2126","2158_2159",1,1,0,1,1,0
"2127","2159_1062",1,1,0,1,1,0
"2128","2159_1063",1,1,0,1,1,0
"2129","2157_2160",1,1,0,1,1,0
"2130","2160_1064",1,1,0,1,1,0
"2131","2160_2161",1,1,0,1,1,0
"2132","2161_2162",1,1,0,1,0.988,0
"2133","2162_1065",1,1,0,0.988,1,1
"2134","2162_1066",1,0,1,0.988,1,1
"2135","2161_1067",1,1,0,1,1,0
"2136","2156_1068",1,1,0,1,1,0
"2137","2149_2163",1,1,0,1,1,0
"2138","2163_1069",1,1,0,1,1,0
"2139","2163_1070",1,1,0,1,1,0
"2140","2132_2164",1,1,0,1,1,0
"2141","2164_2165",1,1,0,1,1,0
"2142","2165_2166",1,1,0,1,1,0
"2143","2166_2167",1,1,0,1,1,0
"2144","2167_1071",1,1,0,1,1,0
"2145","2167_1072",1,1,0,1,1,0
"2146","2166_2168",1,1,0,1,1,0
"2147","2168_1073",1,1,0,1,1,0
"2148","2168_2169",1,1,0,1,1,0
"2149","2169_1074",1,1,0,1,1,0
"2150","2169_1075",1,1,0,1,1,0
"2151","2165_2170",1,1,0,1,1,0
"2152","2170_1076",1,1,0,1,1,0
"2153","2170_1077",1,1,0,1,1,0
"2154","2164_2171",1,1,0,1,1,0
"2155","2171_2172",1,1,0,1,1,0
"2156","2172_1078",1,1,0,1,1,0
"2157","2172_2173",1,1,0,1,1,0
"2158","2173_1079",1,1,0,1,1,0
"2159","2173_1080",1,1,0,1,1,0
"2160","2171_2174",1,1,0,1,1,0
"2161","2174_1081",1,1,0,1,1,0
"2162","2174_2175",1,1,0,1,1,0
"2163","2175_2176",1,1,0,1,1,0
"2164","2176_1082",1,1,0,1,1,0
"2165","2176_1083",1,1,0,1,1,0
"2166","2175_2177",1,1,0,1,1,0
"2167","2177_2178",1,1,0,1,1,0
"2168","2178_2179",1,1,0,1,1,0
"2169","2179_2180",1,1,0,1,1,0
"2170","2180_1084",1,1,0,1,1,0
"2171","2180_1085",1,1,0,1,1,0
"2172","2179_2181",1,1,0,1,1,0
"2173","2181_1086",1,1,0,1,1,0
"2174","2181_1087",1,1,0,1,1,0
"2175","2178_2182",1,1,0,1,1,0
"2176","2182_1088",1,1,0,1,1,0
"2177","2182_1089",1,1,0,1,1,0
"2178","2177_2183",1,1,0,1,1,0
"2179","2183_2184",1,1,0,1,1,0
"2180","2184_1090",1,1,0,1,1,0
"2181","2184_1091",1,1,0,1,1,0
"2182","2183_2185",1,1,0,1,1,0
"2183","2185_1092",1,1,0,1,1,0
"2184","2185_1093",1,1,0,1,1,0
